profileID,respID,qID,altID,obsID,blockID,tired,walking,sports,concentration,embarrassed,unhappiness,treated
15431,103,6,1,1026,1,never,almost never,sometimes,often,always,always,never
40820,103,7,1,1027,1,always,often,sometimes,almost never,never,often,sometimes
10362,103,8,1,1028,1,almost never,sometimes,always,sometimes,almost never,often,never
49658,103,9,1,1029,1,sometimes,almost never,almost never,sometimes,always,never,often
63323,103,10,1,1030,1,sometimes,always,sometimes,almost never,almost never,never,always
74030,104,1,1,1031,1,always,never,almost never,sometimes,often,often,always
13915,104,2,1,1032,1,always,sometimes,almost never,almost never,sometimes,always,never
4704,104,3,1,1033,1,often,never,often,sometimes,sometimes,almost never,never
58594,104,4,1,1034,1,often,often,often,often,often,often,often
72509,104,5,1,1035,1,often,almost never,never,never,almost never,often,always
15431,104,6,1,1036,1,never,almost never,sometimes,often,always,always,never
40820,104,7,1,1037,1,always,often,sometimes,almost never,never,often,sometimes
10362,104,8,1,1038,1,almost never,sometimes,always,sometimes,almost never,often,never
49658,104,9,1,1039,1,sometimes,almost never,almost never,sometimes,always,never,often
63323,104,10,1,1040,1,sometimes,always,sometimes,almost never,almost never,never,always
74030,105,1,1,1041,1,always,never,almost never,sometimes,often,often,always
13915,105,2,1,1042,1,always,sometimes,almost never,almost never,sometimes,always,never
4704,105,3,1,1043,1,often,never,often,sometimes,sometimes,almost never,never
58594,105,4,1,1044,1,often,often,often,often,often,often,often
72509,105,5,1,1045,1,often,almost never,never,never,almost never,often,always
15431,105,6,1,1046,1,never,almost never,sometimes,often,always,always,never
40820,105,7,1,1047,1,always,often,sometimes,almost never,never,often,sometimes
10362,105,8,1,1048,1,almost never,sometimes,always,sometimes,almost never,often,never
49658,105,9,1,1049,1,sometimes,almost never,almost never,sometimes,always,never,often
63323,105,10,1,1050,1,sometimes,always,sometimes,almost never,almost never,never,always
74030,106,1,1,1051,1,always,never,almost never,sometimes,often,often,always
13915,106,2,1,1052,1,always,sometimes,almost never,almost never,sometimes,always,never
4704,106,3,1,1053,1,often,never,often,sometimes,sometimes,almost never,never
58594,106,4,1,1054,1,often,often,often,often,often,often,often
72509,106,5,1,1055,1,often,almost never,never,never,almost never,often,always
15431,106,6,1,1056,1,never,almost never,sometimes,often,always,always,never
40820,106,7,1,1057,1,always,often,sometimes,almost never,never,often,sometimes
10362,106,8,1,1058,1,almost never,sometimes,always,sometimes,almost never,often,never
49658,106,9,1,1059,1,sometimes,almost never,almost never,sometimes,always,never,often
63323,106,10,1,1060,1,sometimes,always,sometimes,almost never,almost never,never,always
74030,107,1,1,1061,1,always,never,almost never,sometimes,often,often,always
13915,107,2,1,1062,1,always,sometimes,almost never,almost never,sometimes,always,never
4704,107,3,1,1063,1,often,never,often,sometimes,sometimes,almost never,never
58594,107,4,1,1064,1,often,often,often,often,often,often,often
72509,107,5,1,1065,1,often,almost never,never,never,almost never,often,always
15431,107,6,1,1066,1,never,almost never,sometimes,often,always,always,never
40820,107,7,1,1067,1,always,often,sometimes,almost never,never,often,sometimes
10362,107,8,1,1068,1,almost never,sometimes,always,sometimes,almost never,often,never
49658,107,9,1,1069,1,sometimes,almost never,almost never,sometimes,always,never,often
63323,107,10,1,1070,1,sometimes,always,sometimes,almost never,almost never,never,always
74030,108,1,1,1071,1,always,never,almost never,sometimes,often,often,always
13915,108,2,1,1072,1,always,sometimes,almost never,almost never,sometimes,always,never
4704,108,3,1,1073,1,often,never,often,sometimes,sometimes,almost never,never
58594,108,4,1,1074,1,often,often,often,often,often,often,often
72509,108,5,1,1075,1,often,almost never,never,never,almost never,often,always
15431,108,6,1,1076,1,never,almost never,sometimes,often,always,always,never
40820,108,7,1,1077,1,always,often,sometimes,almost never,never,often,sometimes
10362,108,8,1,1078,1,almost never,sometimes,always,sometimes,almost never,often,never
49658,108,9,1,1079,1,sometimes,almost never,almost never,sometimes,always,never,often
63323,108,10,1,1080,1,sometimes,always,sometimes,almost never,almost never,never,always
74030,109,1,1,1081,1,always,never,almost never,sometimes,often,often,always
13915,109,2,1,1082,1,always,sometimes,almost never,almost never,sometimes,always,never
4704,109,3,1,1083,1,often,never,often,sometimes,sometimes,almost never,never
58594,109,4,1,1084,1,often,often,often,often,often,often,often
72509,109,5,1,1085,1,often,almost never,never,never,almost never,often,always
15431,109,6,1,1086,1,never,almost never,sometimes,often,always,always,never
40820,109,7,1,1087,1,always,often,sometimes,almost never,never,often,sometimes
10362,109,8,1,1088,1,almost never,sometimes,always,sometimes,almost never,often,never
49658,109,9,1,1089,1,sometimes,almost never,almost never,sometimes,always,never,often
63323,109,10,1,1090,1,sometimes,always,sometimes,almost never,almost never,never,always
74030,110,1,1,1091,1,always,never,almost never,sometimes,often,often,always
13915,110,2,1,1092,1,always,sometimes,almost never,almost never,sometimes,always,never
4704,110,3,1,1093,1,often,never,often,sometimes,sometimes,almost never,never
58594,110,4,1,1094,1,often,often,often,often,often,often,often
72509,110,5,1,1095,1,often,almost never,never,never,almost never,often,always
15431,110,6,1,1096,1,never,almost never,sometimes,often,always,always,never
40820,110,7,1,1097,1,always,often,sometimes,almost never,never,often,sometimes
10362,110,8,1,1098,1,almost never,sometimes,always,sometimes,almost never,often,never
49658,110,9,1,1099,1,sometimes,almost never,almost never,sometimes,always,never,often
63323,110,10,1,1100,1,sometimes,always,sometimes,almost never,almost never,never,always
74030,111,1,1,1101,1,always,never,almost never,sometimes,often,often,always
13915,111,2,1,1102,1,always,sometimes,almost never,almost never,sometimes,always,never
4704,111,3,1,1103,1,often,never,often,sometimes,sometimes,almost never,never
58594,111,4,1,1104,1,often,often,often,often,often,often,often
72509,111,5,1,1105,1,often,almost never,never,never,almost never,often,always
15431,111,6,1,1106,1,never,almost never,sometimes,often,always,always,never
40820,111,7,1,1107,1,always,often,sometimes,almost never,never,often,sometimes
10362,111,8,1,1108,1,almost never,sometimes,always,sometimes,almost never,often,never
49658,111,9,1,1109,1,sometimes,almost never,almost never,sometimes,always,never,often
63323,111,10,1,1110,1,sometimes,always,sometimes,almost never,almost never,never,always
74030,112,1,1,1111,1,always,never,almost never,sometimes,often,often,always
13915,112,2,1,1112,1,always,sometimes,almost never,almost never,sometimes,always,never
4704,112,3,1,1113,1,often,never,often,sometimes,sometimes,almost never,never
58594,112,4,1,1114,1,often,often,often,often,often,often,often
72509,112,5,1,1115,1,often,almost never,never,never,almost never,often,always
15431,112,6,1,1116,1,never,almost never,sometimes,often,always,always,never
40820,112,7,1,1117,1,always,often,sometimes,almost never,never,often,sometimes
10362,112,8,1,1118,1,almost never,sometimes,always,sometimes,almost never,often,never
49658,112,9,1,1119,1,sometimes,almost never,almost never,sometimes,always,never,often
63323,112,10,1,1120,1,sometimes,always,sometimes,almost never,almost never,never,always
74030,113,1,1,1121,1,always,never,almost never,sometimes,often,often,always
13915,113,2,1,1122,1,always,sometimes,almost never,almost never,sometimes,always,never
4704,113,3,1,1123,1,often,never,often,sometimes,sometimes,almost never,never
58594,113,4,1,1124,1,often,often,often,often,often,often,often
72509,113,5,1,1125,1,often,almost never,never,never,almost never,often,always
15431,113,6,1,1126,1,never,almost never,sometimes,often,always,always,never
40820,113,7,1,1127,1,always,often,sometimes,almost never,never,often,sometimes
10362,113,8,1,1128,1,almost never,sometimes,always,sometimes,almost never,often,never
49658,113,9,1,1129,1,sometimes,almost never,almost never,sometimes,always,never,often
63323,113,10,1,1130,1,sometimes,always,sometimes,almost never,almost never,never,always
74030,114,1,1,1131,1,always,never,almost never,sometimes,often,often,always
13915,114,2,1,1132,1,always,sometimes,almost never,almost never,sometimes,always,never
4704,114,3,1,1133,1,often,never,often,sometimes,sometimes,almost never,never
58594,114,4,1,1134,1,often,often,often,often,often,often,often
72509,114,5,1,1135,1,often,almost never,never,never,almost never,often,always
15431,114,6,1,1136,1,never,almost never,sometimes,often,always,always,never
40820,114,7,1,1137,1,always,often,sometimes,almost never,never,often,sometimes
10362,114,8,1,1138,1,almost never,sometimes,always,sometimes,almost never,often,never
49658,114,9,1,1139,1,sometimes,almost never,almost never,sometimes,always,never,often
63323,114,10,1,1140,1,sometimes,always,sometimes,almost never,almost never,never,always
74030,115,1,1,1141,1,always,never,almost never,sometimes,often,often,always
13915,115,2,1,1142,1,always,sometimes,almost never,almost never,sometimes,always,never
4704,115,3,1,1143,1,often,never,often,sometimes,sometimes,almost never,never
58594,115,4,1,1144,1,often,often,often,often,often,often,often
72509,115,5,1,1145,1,often,almost never,never,never,almost never,often,always
15431,115,6,1,1146,1,never,almost never,sometimes,often,always,always,never
40820,115,7,1,1147,1,always,often,sometimes,almost never,never,often,sometimes
10362,115,8,1,1148,1,almost never,sometimes,always,sometimes,almost never,often,never
49658,115,9,1,1149,1,sometimes,almost never,almost never,sometimes,always,never,often
63323,115,10,1,1150,1,sometimes,always,sometimes,almost never,almost never,never,always
74030,116,1,1,1151,1,always,never,almost never,sometimes,often,often,always
13915,116,2,1,1152,1,always,sometimes,almost never,almost never,sometimes,always,never
4704,116,3,1,1153,1,often,never,often,sometimes,sometimes,almost never,never
58594,116,4,1,1154,1,often,often,often,often,often,often,often
72509,116,5,1,1155,1,often,almost never,never,never,almost never,often,always
15431,116,6,1,1156,1,never,almost never,sometimes,often,always,always,never
40820,116,7,1,1157,1,always,often,sometimes,almost never,never,often,sometimes
10362,116,8,1,1158,1,almost never,sometimes,always,sometimes,almost never,often,never
49658,116,9,1,1159,1,sometimes,almost never,almost never,sometimes,always,never,often
63323,116,10,1,1160,1,sometimes,always,sometimes,almost never,almost never,never,always
74030,117,1,1,1161,1,always,never,almost never,sometimes,often,often,always
13915,117,2,1,1162,1,always,sometimes,almost never,almost never,sometimes,always,never
4704,117,3,1,1163,1,often,never,often,sometimes,sometimes,almost never,never
58594,117,4,1,1164,1,often,often,often,often,often,often,often
72509,117,5,1,1165,1,often,almost never,never,never,almost never,often,always
15431,117,6,1,1166,1,never,almost never,sometimes,often,always,always,never
40820,117,7,1,1167,1,always,often,sometimes,almost never,never,often,sometimes
10362,117,8,1,1168,1,almost never,sometimes,always,sometimes,almost never,often,never
49658,117,9,1,1169,1,sometimes,almost never,almost never,sometimes,always,never,often
63323,117,10,1,1170,1,sometimes,always,sometimes,almost never,almost never,never,always
74030,118,1,1,1171,1,always,never,almost never,sometimes,often,often,always
13915,118,2,1,1172,1,always,sometimes,almost never,almost never,sometimes,always,never
4704,118,3,1,1173,1,often,never,often,sometimes,sometimes,almost never,never
58594,118,4,1,1174,1,often,often,often,often,often,often,often
72509,118,5,1,1175,1,often,almost never,never,never,almost never,often,always
15431,118,6,1,1176,1,never,almost never,sometimes,often,always,always,never
40820,118,7,1,1177,1,always,often,sometimes,almost never,never,often,sometimes
10362,118,8,1,1178,1,almost never,sometimes,always,sometimes,almost never,often,never
49658,118,9,1,1179,1,sometimes,almost never,almost never,sometimes,always,never,often
63323,118,10,1,1180,1,sometimes,always,sometimes,almost never,almost never,never,always
74030,119,1,1,1181,1,always,never,almost never,sometimes,often,often,always
13915,119,2,1,1182,1,always,sometimes,almost never,almost never,sometimes,always,never
4704,119,3,1,1183,1,often,never,often,sometimes,sometimes,almost never,never
58594,119,4,1,1184,1,often,often,often,often,often,often,often
72509,119,5,1,1185,1,often,almost never,never,never,almost never,often,always
15431,119,6,1,1186,1,never,almost never,sometimes,often,always,always,never
40820,119,7,1,1187,1,always,often,sometimes,almost never,never,often,sometimes
10362,119,8,1,1188,1,almost never,sometimes,always,sometimes,almost never,often,never
49658,119,9,1,1189,1,sometimes,almost never,almost never,sometimes,always,never,often
63323,119,10,1,1190,1,sometimes,always,sometimes,almost never,almost never,never,always
74030,120,1,1,1191,1,always,never,almost never,sometimes,often,often,always
13915,120,2,1,1192,1,always,sometimes,almost never,almost never,sometimes,always,never
4704,120,3,1,1193,1,often,never,often,sometimes,sometimes,almost never,never
58594,120,4,1,1194,1,often,often,often,often,often,often,often
72509,120,5,1,1195,1,often,almost never,never,never,almost never,often,always
15431,120,6,1,1196,1,never,almost never,sometimes,often,always,always,never
40820,120,7,1,1197,1,always,often,sometimes,almost never,never,often,sometimes
10362,120,8,1,1198,1,almost never,sometimes,always,sometimes,almost never,often,never
49658,120,9,1,1199,1,sometimes,almost never,almost never,sometimes,always,never,often
63323,120,10,1,1200,1,sometimes,always,sometimes,almost never,almost never,never,always
74030,121,1,1,1201,1,always,never,almost never,sometimes,often,often,always
13915,121,2,1,1202,1,always,sometimes,almost never,almost never,sometimes,always,never
4704,121,3,1,1203,1,often,never,often,sometimes,sometimes,almost never,never
58594,121,4,1,1204,1,often,often,often,often,often,often,often
72509,121,5,1,1205,1,often,almost never,never,never,almost never,often,always
15431,121,6,1,1206,1,never,almost never,sometimes,often,always,always,never
40820,121,7,1,1207,1,always,often,sometimes,almost never,never,often,sometimes
10362,121,8,1,1208,1,almost never,sometimes,always,sometimes,almost never,often,never
49658,121,9,1,1209,1,sometimes,almost never,almost never,sometimes,always,never,often
63323,121,10,1,1210,1,sometimes,always,sometimes,almost never,almost never,never,always
74030,122,1,1,1211,1,always,never,almost never,sometimes,often,often,always
13915,122,2,1,1212,1,always,sometimes,almost never,almost never,sometimes,always,never
4704,122,3,1,1213,1,often,never,often,sometimes,sometimes,almost never,never
58594,122,4,1,1214,1,often,often,often,often,often,often,often
72509,122,5,1,1215,1,often,almost never,never,never,almost never,often,always
15431,122,6,1,1216,1,never,almost never,sometimes,often,always,always,never
40820,122,7,1,1217,1,always,often,sometimes,almost never,never,often,sometimes
10362,122,8,1,1218,1,almost never,sometimes,always,sometimes,almost never,often,never
49658,122,9,1,1219,1,sometimes,almost never,almost never,sometimes,always,never,often
63323,122,10,1,1220,1,sometimes,always,sometimes,almost never,almost never,never,always
74030,123,1,1,1221,1,always,never,almost never,sometimes,often,often,always
13915,123,2,1,1222,1,always,sometimes,almost never,almost never,sometimes,always,never
4704,123,3,1,1223,1,often,never,often,sometimes,sometimes,almost never,never
58594,123,4,1,1224,1,often,often,often,often,often,often,often
72509,123,5,1,1225,1,often,almost never,never,never,almost never,often,always
15431,123,6,1,1226,1,never,almost never,sometimes,often,always,always,never
40820,123,7,1,1227,1,always,often,sometimes,almost never,never,often,sometimes
10362,123,8,1,1228,1,almost never,sometimes,always,sometimes,almost never,often,never
49658,123,9,1,1229,1,sometimes,almost never,almost never,sometimes,always,never,often
63323,123,10,1,1230,1,sometimes,always,sometimes,almost never,almost never,never,always
74030,124,1,1,1231,1,always,never,almost never,sometimes,often,often,always
13915,124,2,1,1232,1,always,sometimes,almost never,almost never,sometimes,always,never
4704,124,3,1,1233,1,often,never,often,sometimes,sometimes,almost never,never
58594,124,4,1,1234,1,often,often,often,often,often,often,often
72509,124,5,1,1235,1,often,almost never,never,never,almost never,often,always
15431,124,6,1,1236,1,never,almost never,sometimes,often,always,always,never
40820,124,7,1,1237,1,always,often,sometimes,almost never,never,often,sometimes
10362,124,8,1,1238,1,almost never,sometimes,always,sometimes,almost never,often,never
49658,124,9,1,1239,1,sometimes,almost never,almost never,sometimes,always,never,often
63323,124,10,1,1240,1,sometimes,always,sometimes,almost never,almost never,never,always
74030,125,1,1,1241,1,always,never,almost never,sometimes,often,often,always
13915,125,2,1,1242,1,always,sometimes,almost never,almost never,sometimes,always,never
4704,125,3,1,1243,1,often,never,often,sometimes,sometimes,almost never,never
58594,125,4,1,1244,1,often,often,often,often,often,often,often
72509,125,5,1,1245,1,often,almost never,never,never,almost never,often,always
15431,125,6,1,1246,1,never,almost never,sometimes,often,always,always,never
40820,125,7,1,1247,1,always,often,sometimes,almost never,never,often,sometimes
10362,125,8,1,1248,1,almost never,sometimes,always,sometimes,almost never,often,never
49658,125,9,1,1249,1,sometimes,almost never,almost never,sometimes,always,never,often
63323,125,10,1,1250,1,sometimes,always,sometimes,almost never,almost never,never,always
74030,126,1,1,1251,1,always,never,almost never,sometimes,often,often,always
13915,126,2,1,1252,1,always,sometimes,almost never,almost never,sometimes,always,never
4704,126,3,1,1253,1,often,never,often,sometimes,sometimes,almost never,never
58594,126,4,1,1254,1,often,often,often,often,often,often,often
72509,126,5,1,1255,1,often,almost never,never,never,almost never,often,always
15431,126,6,1,1256,1,never,almost never,sometimes,often,always,always,never
40820,126,7,1,1257,1,always,often,sometimes,almost never,never,often,sometimes
10362,126,8,1,1258,1,almost never,sometimes,always,sometimes,almost never,often,never
49658,126,9,1,1259,1,sometimes,almost never,almost never,sometimes,always,never,often
63323,126,10,1,1260,1,sometimes,always,sometimes,almost never,almost never,never,always
74030,127,1,1,1261,1,always,never,almost never,sometimes,often,often,always
13915,127,2,1,1262,1,always,sometimes,almost never,almost never,sometimes,always,never
4704,127,3,1,1263,1,often,never,often,sometimes,sometimes,almost never,never
58594,127,4,1,1264,1,often,often,often,often,often,often,often
72509,127,5,1,1265,1,often,almost never,never,never,almost never,often,always
15431,127,6,1,1266,1,never,almost never,sometimes,often,always,always,never
40820,127,7,1,1267,1,always,often,sometimes,almost never,never,often,sometimes
10362,127,8,1,1268,1,almost never,sometimes,always,sometimes,almost never,often,never
49658,127,9,1,1269,1,sometimes,almost never,almost never,sometimes,always,never,often
63323,127,10,1,1270,1,sometimes,always,sometimes,almost never,almost never,never,always
74030,128,1,1,1271,1,always,never,almost never,sometimes,often,often,always
13915,128,2,1,1272,1,always,sometimes,almost never,almost never,sometimes,always,never
4704,128,3,1,1273,1,often,never,often,sometimes,sometimes,almost never,never
58594,128,4,1,1274,1,often,often,often,often,often,often,often
72509,128,5,1,1275,1,often,almost never,never,never,almost never,often,always
15431,128,6,1,1276,1,never,almost never,sometimes,often,always,always,never
40820,128,7,1,1277,1,always,often,sometimes,almost never,never,often,sometimes
10362,128,8,1,1278,1,almost never,sometimes,always,sometimes,almost never,often,never
49658,128,9,1,1279,1,sometimes,almost never,almost never,sometimes,always,never,often
63323,128,10,1,1280,1,sometimes,always,sometimes,almost never,almost never,never,always
74030,129,1,1,1281,1,always,never,almost never,sometimes,often,often,always
13915,129,2,1,1282,1,always,sometimes,almost never,almost never,sometimes,always,never
4704,129,3,1,1283,1,often,never,often,sometimes,sometimes,almost never,never
58594,129,4,1,1284,1,often,often,often,often,often,often,often
72509,129,5,1,1285,1,often,almost never,never,never,almost never,often,always
15431,129,6,1,1286,1,never,almost never,sometimes,often,always,always,never
40820,129,7,1,1287,1,always,often,sometimes,almost never,never,often,sometimes
10362,129,8,1,1288,1,almost never,sometimes,always,sometimes,almost never,often,never
49658,129,9,1,1289,1,sometimes,almost never,almost never,sometimes,always,never,often
63323,129,10,1,1290,1,sometimes,always,sometimes,almost never,almost never,never,always
74030,130,1,1,1291,1,always,never,almost never,sometimes,often,often,always
13915,130,2,1,1292,1,always,sometimes,almost never,almost never,sometimes,always,never
4704,130,3,1,1293,1,often,never,often,sometimes,sometimes,almost never,never
58594,130,4,1,1294,1,often,often,often,often,often,often,often
72509,130,5,1,1295,1,often,almost never,never,never,almost never,often,always
15431,130,6,1,1296,1,never,almost never,sometimes,often,always,always,never
40820,130,7,1,1297,1,always,often,sometimes,almost never,never,often,sometimes
10362,130,8,1,1298,1,almost never,sometimes,always,sometimes,almost never,often,never
49658,130,9,1,1299,1,sometimes,almost never,almost never,sometimes,always,never,often
63323,130,10,1,1300,1,sometimes,always,sometimes,almost never,almost never,never,always
74030,131,1,1,1301,1,always,never,almost never,sometimes,often,often,always
13915,131,2,1,1302,1,always,sometimes,almost never,almost never,sometimes,always,never
4704,131,3,1,1303,1,often,never,often,sometimes,sometimes,almost never,never
58594,131,4,1,1304,1,often,often,often,often,often,often,often
72509,131,5,1,1305,1,often,almost never,never,never,almost never,often,always
15431,131,6,1,1306,1,never,almost never,sometimes,often,always,always,never
40820,131,7,1,1307,1,always,often,sometimes,almost never,never,often,sometimes
10362,131,8,1,1308,1,almost never,sometimes,always,sometimes,almost never,often,never
49658,131,9,1,1309,1,sometimes,almost never,almost never,sometimes,always,never,often
63323,131,10,1,1310,1,sometimes,always,sometimes,almost never,almost never,never,always
74030,132,1,1,1311,1,always,never,almost never,sometimes,often,often,always
13915,132,2,1,1312,1,always,sometimes,almost never,almost never,sometimes,always,never
4704,132,3,1,1313,1,often,never,often,sometimes,sometimes,almost never,never
58594,132,4,1,1314,1,often,often,often,often,often,often,often
72509,132,5,1,1315,1,often,almost never,never,never,almost never,often,always
15431,132,6,1,1316,1,never,almost never,sometimes,often,always,always,never
40820,132,7,1,1317,1,always,often,sometimes,almost never,never,often,sometimes
10362,132,8,1,1318,1,almost never,sometimes,always,sometimes,almost never,often,never
49658,132,9,1,1319,1,sometimes,almost never,almost never,sometimes,always,never,often
63323,132,10,1,1320,1,sometimes,always,sometimes,almost never,almost never,never,always
74030,133,1,1,1321,1,always,never,almost never,sometimes,often,often,always
13915,133,2,1,1322,1,always,sometimes,almost never,almost never,sometimes,always,never
4704,133,3,1,1323,1,often,never,often,sometimes,sometimes,almost never,never
58594,133,4,1,1324,1,often,often,often,often,often,often,often
72509,133,5,1,1325,1,often,almost never,never,never,almost never,often,always
15431,133,6,1,1326,1,never,almost never,sometimes,often,always,always,never
40820,133,7,1,1327,1,always,often,sometimes,almost never,never,often,sometimes
10362,133,8,1,1328,1,almost never,sometimes,always,sometimes,almost never,often,never
49658,133,9,1,1329,1,sometimes,almost never,almost never,sometimes,always,never,often
63323,133,10,1,1330,1,sometimes,always,sometimes,almost never,almost never,never,always
74030,134,1,1,1331,1,always,never,almost never,sometimes,often,often,always
13915,134,2,1,1332,1,always,sometimes,almost never,almost never,sometimes,always,never
4704,134,3,1,1333,1,often,never,often,sometimes,sometimes,almost never,never
58594,134,4,1,1334,1,often,often,often,often,often,often,often
72509,134,5,1,1335,1,often,almost never,never,never,almost never,often,always
15431,134,6,1,1336,1,never,almost never,sometimes,often,always,always,never
40820,134,7,1,1337,1,always,often,sometimes,almost never,never,often,sometimes
10362,134,8,1,1338,1,almost never,sometimes,always,sometimes,almost never,often,never
49658,134,9,1,1339,1,sometimes,almost never,almost never,sometimes,always,never,often
63323,134,10,1,1340,1,sometimes,always,sometimes,almost never,almost never,never,always
74030,135,1,1,1341,1,always,never,almost never,sometimes,often,often,always
13915,135,2,1,1342,1,always,sometimes,almost never,almost never,sometimes,always,never
4704,135,3,1,1343,1,often,never,often,sometimes,sometimes,almost never,never
58594,135,4,1,1344,1,often,often,often,often,often,often,often
72509,135,5,1,1345,1,often,almost never,never,never,almost never,often,always
15431,135,6,1,1346,1,never,almost never,sometimes,often,always,always,never
40820,135,7,1,1347,1,always,often,sometimes,almost never,never,often,sometimes
10362,135,8,1,1348,1,almost never,sometimes,always,sometimes,almost never,often,never
49658,135,9,1,1349,1,sometimes,almost never,almost never,sometimes,always,never,often
63323,135,10,1,1350,1,sometimes,always,sometimes,almost never,almost never,never,always
74030,136,1,1,1351,1,always,never,almost never,sometimes,often,often,always
13915,136,2,1,1352,1,always,sometimes,almost never,almost never,sometimes,always,never
4704,136,3,1,1353,1,often,never,often,sometimes,sometimes,almost never,never
58594,136,4,1,1354,1,often,often,often,often,often,often,often
72509,136,5,1,1355,1,often,almost never,never,never,almost never,often,always
15431,136,6,1,1356,1,never,almost never,sometimes,often,always,always,never
40820,136,7,1,1357,1,always,often,sometimes,almost never,never,often,sometimes
10362,136,8,1,1358,1,almost never,sometimes,always,sometimes,almost never,often,never
49658,136,9,1,1359,1,sometimes,almost never,almost never,sometimes,always,never,often
63323,136,10,1,1360,1,sometimes,always,sometimes,almost never,almost never,never,always
74030,137,1,1,1361,1,always,never,almost never,sometimes,often,often,always
13915,137,2,1,1362,1,always,sometimes,almost never,almost never,sometimes,always,never
4704,137,3,1,1363,1,often,never,often,sometimes,sometimes,almost never,never
58594,137,4,1,1364,1,often,often,often,often,often,often,often
72509,137,5,1,1365,1,often,almost never,never,never,almost never,often,always
15431,137,6,1,1366,1,never,almost never,sometimes,often,always,always,never
40820,137,7,1,1367,1,always,often,sometimes,almost never,never,often,sometimes
10362,137,8,1,1368,1,almost never,sometimes,always,sometimes,almost never,often,never
49658,137,9,1,1369,1,sometimes,almost never,almost never,sometimes,always,never,often
63323,137,10,1,1370,1,sometimes,always,sometimes,almost never,almost never,never,always
74030,138,1,1,1371,1,always,never,almost never,sometimes,often,often,always
13915,138,2,1,1372,1,always,sometimes,almost never,almost never,sometimes,always,never
4704,138,3,1,1373,1,often,never,often,sometimes,sometimes,almost never,never
58594,138,4,1,1374,1,often,often,often,often,often,often,often
72509,138,5,1,1375,1,often,almost never,never,never,almost never,often,always
15431,138,6,1,1376,1,never,almost never,sometimes,often,always,always,never
40820,138,7,1,1377,1,always,often,sometimes,almost never,never,often,sometimes
10362,138,8,1,1378,1,almost never,sometimes,always,sometimes,almost never,often,never
49658,138,9,1,1379,1,sometimes,almost never,almost never,sometimes,always,never,often
63323,138,10,1,1380,1,sometimes,always,sometimes,almost never,almost never,never,always
74030,139,1,1,1381,1,always,never,almost never,sometimes,often,often,always
13915,139,2,1,1382,1,always,sometimes,almost never,almost never,sometimes,always,never
4704,139,3,1,1383,1,often,never,often,sometimes,sometimes,almost never,never
58594,139,4,1,1384,1,often,often,often,often,often,often,often
72509,139,5,1,1385,1,often,almost never,never,never,almost never,often,always
15431,139,6,1,1386,1,never,almost never,sometimes,often,always,always,never
40820,139,7,1,1387,1,always,often,sometimes,almost never,never,often,sometimes
10362,139,8,1,1388,1,almost never,sometimes,always,sometimes,almost never,often,never
49658,139,9,1,1389,1,sometimes,almost never,almost never,sometimes,always,never,often
63323,139,10,1,1390,1,sometimes,always,sometimes,almost never,almost never,never,always
74030,140,1,1,1391,1,always,never,almost never,sometimes,often,often,always
13915,140,2,1,1392,1,always,sometimes,almost never,almost never,sometimes,always,never
4704,140,3,1,1393,1,often,never,often,sometimes,sometimes,almost never,never
58594,140,4,1,1394,1,often,often,often,often,often,often,often
72509,140,5,1,1395,1,often,almost never,never,never,almost never,often,always
15431,140,6,1,1396,1,never,almost never,sometimes,often,always,always,never
40820,140,7,1,1397,1,always,often,sometimes,almost never,never,often,sometimes
10362,140,8,1,1398,1,almost never,sometimes,always,sometimes,almost never,often,never
49658,140,9,1,1399,1,sometimes,almost never,almost never,sometimes,always,never,often
63323,140,10,1,1400,1,sometimes,always,sometimes,almost never,almost never,never,always
74030,141,1,1,1401,1,always,never,almost never,sometimes,often,often,always
13915,141,2,1,1402,1,always,sometimes,almost never,almost never,sometimes,always,never
4704,141,3,1,1403,1,often,never,often,sometimes,sometimes,almost never,never
58594,141,4,1,1404,1,often,often,often,often,often,often,often
72509,141,5,1,1405,1,often,almost never,never,never,almost never,often,always
15431,141,6,1,1406,1,never,almost never,sometimes,often,always,always,never
40820,141,7,1,1407,1,always,often,sometimes,almost never,never,often,sometimes
10362,141,8,1,1408,1,almost never,sometimes,always,sometimes,almost never,often,never
49658,141,9,1,1409,1,sometimes,almost never,almost never,sometimes,always,never,often
63323,141,10,1,1410,1,sometimes,always,sometimes,almost never,almost never,never,always
74030,142,1,1,1411,1,always,never,almost never,sometimes,often,often,always
13915,142,2,1,1412,1,always,sometimes,almost never,almost never,sometimes,always,never
4704,142,3,1,1413,1,often,never,often,sometimes,sometimes,almost never,never
58594,142,4,1,1414,1,often,often,often,often,often,often,often
72509,142,5,1,1415,1,often,almost never,never,never,almost never,often,always
15431,142,6,1,1416,1,never,almost never,sometimes,often,always,always,never
40820,142,7,1,1417,1,always,often,sometimes,almost never,never,often,sometimes
10362,142,8,1,1418,1,almost never,sometimes,always,sometimes,almost never,often,never
49658,142,9,1,1419,1,sometimes,almost never,almost never,sometimes,always,never,often
63323,142,10,1,1420,1,sometimes,always,sometimes,almost never,almost never,never,always
74030,143,1,1,1421,1,always,never,almost never,sometimes,often,often,always
13915,143,2,1,1422,1,always,sometimes,almost never,almost never,sometimes,always,never
4704,143,3,1,1423,1,often,never,often,sometimes,sometimes,almost never,never
